ubid,activity_status,confidence_pct,score,last_signal_date,terminal,sources_active,evidence_json
UBID-KA-000022,ACTIVE,95,60.38,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-16"", ""days_ago"": 20, ""base_weight"": 8, ""decayed_weight"": 7.41}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-02"", ""days_ago"": 93, ""base_weight"": 7, ""decayed_weight"": 4.09}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-12"", ""days_ago"": 175, ""base_weight"": 7, ""decayed_weight"": 2.55}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000023,ACTIVE,95,47.37,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-02-21"", ""days_ago"": 74, ""base_weight"": 8, ""decayed_weight"": 6.02}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000024,DORMANT,68,4.58,2025-12-12,False,"[""BBMP""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-12-12"", ""days_ago"": 145, ""base_weight"": 8, ""decayed_weight"": 4.58}]"
UBID-KA-000025,ACTIVE,65,5.53,2026-01-30,False,"[""BBMP""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-30"", ""days_ago"": 96, ""base_weight"": 8, ""decayed_weight"": 5.53}]"
UBID-KA-000026,ACTIVE,80,20.49,2026-04-03,False,"[""BBMP"", ""LABOUR""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-03"", ""days_ago"": 33, ""base_weight"": 8, ""decayed_weight"": 7.05}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-14"", ""days_ago"": 81, ""base_weight"": 7, ""decayed_weight"": 4.38}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-12"", ""days_ago"": 175, ""base_weight"": 7, ""decayed_weight"": 2.55}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-18"", ""days_ago"": 261, ""base_weight"": 7, ""decayed_weight"": 1.55}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-08"", ""days_ago"": 363, ""base_weight"": 7, ""decayed_weight"": 0.86}]"
UBID-KA-000027,ACTIVE,67,7.38,2026-04-15,False,"[""BBMP""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-15"", ""days_ago"": 21, ""base_weight"": 8, ""decayed_weight"": 7.38}]"
UBID-KA-000028,ACTIVE,95,45.54,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-12-11"", ""days_ago"": 146, ""base_weight"": 8, ""decayed_weight"": 4.56}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000029,ACTIVE,95,58.63,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-02-17"", ""days_ago"": 78, ""base_weight"": 8, ""decayed_weight"": 5.92}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-05"", ""days_ago"": 90, ""base_weight"": 7, ""decayed_weight"": 4.16}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-09"", ""days_ago"": 178, ""base_weight"": 7, ""decayed_weight"": 2.5}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000030,DORMANT,40,0.0,,False,[],[]
UBID-KA-000031,ACTIVE,95,58.41,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-11"", ""days_ago"": 84, ""base_weight"": 7, ""decayed_weight"": 4.31}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-02-04"", ""days_ago"": 91, ""base_weight"": 8, ""decayed_weight"": 5.64}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-10"", ""days_ago"": 177, ""base_weight"": 7, ""decayed_weight"": 2.52}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000032,ACTIVE,95,45.2,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-11-25"", ""days_ago"": 162, ""base_weight"": 8, ""decayed_weight"": 4.29}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000033,ACTIVE,95,60.9,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-21"", ""days_ago"": 15, ""base_weight"": 8, ""decayed_weight"": 7.55}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-13"", ""days_ago"": 82, ""base_weight"": 7, ""decayed_weight"": 4.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-14"", ""days_ago"": 173, ""base_weight"": 7, ""decayed_weight"": 2.58}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000034,ACTIVE,95,60.45,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-11"", ""days_ago"": 25, ""base_weight"": 8, ""decayed_weight"": 7.27}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-13"", ""days_ago"": 82, ""base_weight"": 7, ""decayed_weight"": 4.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-04"", ""days_ago"": 183, ""base_weight"": 7, ""decayed_weight"": 2.43}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000035,CLOSED,98,-999.0,2025-12-11,True,[],"[{""event"": ""LICENCE_SURRENDER"", ""source"": ""BBMP"", ""date"": ""2025-12-11"", ""weight"": ""TERMINAL"", ""contribution"": ""CLOSED override""}]"
UBID-KA-000036,ACTIVE,95,46.27,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-11"", ""days_ago"": 115, ""base_weight"": 8, ""decayed_weight"": 5.14}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000037,ACTIVE,65,5.22,2026-01-15,False,"[""BBMP""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-15"", ""days_ago"": 111, ""base_weight"": 8, ""decayed_weight"": 5.22}]"
UBID-KA-000038,ACTIVE,95,64.4,2026-05-01,False,"[""BBMP"", ""FACTORIES"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-02-22"", ""days_ago"": 73, ""base_weight"": 8, ""decayed_weight"": 6.04}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-15"", ""days_ago"": 80, ""base_weight"": 7, ""decayed_weight"": 4.41}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-15"", ""days_ago"": 172, ""base_weight"": 7, ""decayed_weight"": 2.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000039,ACTIVE,95,59.85,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-03-18"", ""days_ago"": 49, ""base_weight"": 8, ""decayed_weight"": 6.62}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-15"", ""days_ago"": 80, ""base_weight"": 7, ""decayed_weight"": 4.41}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-17"", ""days_ago"": 170, ""base_weight"": 7, ""decayed_weight"": 2.62}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000040,CLOSED,98,-999.0,2025-11-28,True,[],"[{""event"": ""LICENCE_SURRENDER"", ""source"": ""BBMP"", ""date"": ""2025-11-28"", ""weight"": ""TERMINAL"", ""contribution"": ""CLOSED override""}]"
UBID-KA-000041,DORMANT,40,0.0,,False,[],[]
UBID-KA-000042,DORMANT,40,0.0,,False,[],[]
UBID-KA-000043,ACTIVE,95,59.47,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-03-26"", ""days_ago"": 41, ""base_weight"": 8, ""decayed_weight"": 6.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-02"", ""days_ago"": 93, ""base_weight"": 7, ""decayed_weight"": 4.09}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-03"", ""days_ago"": 184, ""base_weight"": 7, ""decayed_weight"": 2.42}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000044,ACTIVE,76,16.59,2026-02-05,False,"[""BBMP"", ""LABOUR""]","[{""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-05"", ""days_ago"": 90, ""base_weight"": 7, ""decayed_weight"": 4.16}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-11-23"", ""days_ago"": 164, ""base_weight"": 8, ""decayed_weight"": 4.25}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-11"", ""days_ago"": 176, ""base_weight"": 7, ""decayed_weight"": 2.53}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-06"", ""days_ago"": 273, ""base_weight"": 7, ""decayed_weight"": 1.45}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-11"", ""days_ago"": 360, ""base_weight"": 7, ""decayed_weight"": 0.88}]"
UBID-KA-000045,DORMANT,69,2.37,2025-08-15,False,"[""LABOUR""]","[{""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-15"", ""days_ago"": 264, ""base_weight"": 7, ""decayed_weight"": 1.52}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-06"", ""days_ago"": 365, ""base_weight"": 7, ""decayed_weight"": 0.85}]"
