pf_code,establishment_name,employer_name,industry_class,address,district,pin_code,pan,gstin,esi_code,coverage_date,num_employees,wages_month,mobile,email,nic_code
KR/BN/00726/000,Global Metals Factory,M/s Global Metals Factory,Packaging,"Industrial Road, Neeladri Nagar, Bengaluru, B'lore",Bengaluru Urban,560100,CXTAX7982Q,,,2012-01-26,695,9211699.0,9693308772,,1709
KR/BN/00727/000,JSW Pipes International,M/s JSW Pipes International,Packaging,"851/1, Ring Road, Electronic City Phase 2, Bengaluru, B'lore",Bengaluru Urban,560100,LABPO0464F,29LABPO0464F2ZZ,,2009-01-21,328,3945352.0,,,1709
KR/BN/00728/000,Venkateshwara Packaging Limited,M/s Venkateshwara Packaging Limited,Rubber Plastics,"369/9, 3rd Main, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,SZFCT1255M,29SZFCT1255M5ZB,ESI0000728,2000-08-02,348,7240767.0,9725010647,,2219
KR/BN/00730/000,Premier Rubber Ltd,Shri Premier Rubber Ltd,Pharmaceuticals,"3rd Main, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,GRXPU0395R,29GRXPU0395R6ZK,ESI0000730,2004-01-04,250,2193573.0,9687435549,,2100
KR/BN/00732/000,Star Motors Mfrs,Shri Star Motors Mfrs,Food Processing,"753/3, Industrial Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,AQDPA7580Z,29AQDPA7580Z3ZO,ESI0000732,1991-09-23,222,3670485.0,,,1079
KR/BN/00733/000,Venkateshwara Beverages International,Smt Venkateshwara Beverages International,Paper Printing,"216/5, Factory Road, Peenya Industrial Area, Bengaluru, B'lore",Bengaluru Urban,560058,LMMFE2293T,29LMMFE2293T3ZZ,ESI0000733,2017-09-21,260,6181109.0,9769985799,,1701
KR/BN/00734/000,United Foods International,Shri United Foods International,Textile,"3rd Main, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,FOVAW9346U,29FOVAW9346U6ZK,,1993-04-10,738,15258733.0,9985071921,,1311
KR/BN/00736/000,Indian Packaging Indus,M/s Indian Packaging Indus,Rubber Plastics,"2nd Cross, Peenya Industrial Area, Bengaluru, B'lore",Bengaluru Urban,560058,VYKFB5913U,29VYKFB5913U8ZQ,,2014-04-19,748,11838649.0,9190570588,,2219
KR/BN/00737/000,Infosys Electronics & Co,M/s Infosys Electronics & Co,Rubber Plastics,"Cross Road, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,PCGFS3564X,,ESI0000737,2017-11-28,395,5383147.0,,,2219
KR/BN/00738/000,Paints Infosys Co,M/s Paints Infosys Co,Auto Components,"425/2, Factory Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,QRRAK0597M,,ESI0000738,2008-09-21,722,12892561.0,,,2930
KR/BN/00742/000,Bengaluru Textiles Ent,M/s Bengaluru Textiles Ent,Pharmaceuticals,"Industrial Road, Electronic City Phase 2, Bengaluru, B'lore",Bengaluru Urban,560100,HVTHK5682O,29HVTHK5682O5ZW,,2004-06-22,158,3730708.0,9394301721,,2100
KR/BN/00744/000,Mphasis Furniture Group,Shri Mphasis Furniture Group,Pharmaceuticals,"449/8, Cross Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,EZIPE7600T,29EZIPE7600T3ZZ,,1994-01-16,500,6886523.0,,,2100
KR/BN/00745/000,Mahalaxmi Garments Limited,M/s Mahalaxmi Garments Limited,Auto Components,"761/2, Factory Road, Bommanahalli, Bengaluru, B'lore",Bengaluru Urban,560100,BVUFG4834W,,,2021-11-21,587,7898022.0,9607773455,,2930
KR/BN/00750/000,Titan Chemicals Factory,M/s Titan Chemicals Factory,Paper Printing,"Industrial Road, Kudlu Gate, Bengaluru, B'lore",Bengaluru Urban,560100,,,ESI0000750,2018-02-18,630,14383946.0,9186743662,,1701
