consumer_no,consumer_name,service_address,pin_code,connection_type,sanctioned_load_kw,connected_load_kw,tariff_category,pan,gstin,connection_date,connection_status,meter_no,mobile
ESCOM/560100/000525,Steel Bangalore Ent,"518/8, Main Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,402.8,271.0,LT-2,,,2022-07-11,ACTIVE,M80437310,
ESCOM/560100/000526,Global Printing Pvt Ltd,"Ring Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,276.5,250.5,LT-6,NCLAC6826K,29NCLAC6826K7ZY,2014-09-13,SURRENDERED,M48584641,
ESCOM/560058/000527,Global Valves International,"949/1, Factory Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,47.3,42.7,LT-2,KWVFV7512S,29KWVFV7512S7ZN,2001-12-17,ACTIVE,M40929685,
ESCOM/560100/000528,Karnataka Garments Ltd,"Service Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,387.9,247.9,LT-3,XJBPO1708D,,1992-03-18,ACTIVE,M56701679,9432611573
ESCOM/560058/000530,Global Auto Parts Inds,"Factory Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,139.3,120.7,LT-3,CZHAS6063W,29CZHAS6063W5Z3,2008-05-09,ACTIVE,M95133257,9314674679
ESCOM/560058/000531,Raghavendra Pipes Limited,"588/5, Ring Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,439.6,341.3,LT-1,XGZHE6405M,29XGZHE6405M9ZD,2022-01-23,DISCONNECTED,M36592768,9512578490
ESCOM/560100/000532,National Pipes Works,"281/6, 3rd Main, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,265.0,160.7,LT-3,CIKPJ5529V,,1996-05-02,ACTIVE,M46753900,9115768945
ESCOM/560100/000533,United Garments Limited,"33/7, 3rd Main, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,407.2,361.8,LT-6,AKJHL0783G,29AKJHL0783G3ZN,2021-02-21,ACTIVE,M16323316,9256906234
ESCOM/560100/000535,Peoples Pipes Private Limited,"316/7, Service Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,444.9,300.3,LT-3,WMRFZ1994V,,2021-03-22,DISCONNECTED,M91842716,
ESCOM/560058/000537,United Pipes Group,"2nd Cross, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,102.4,93.0,LT-6,MYVCX5011X,29MYVCX5011X2ZM,1999-03-21,ACTIVE,M57938455,9951071899
ESCOM/560058/000539,Bangalore Eng Private Limited,"940/8, Industrial Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,176.2,107.8,LT-3,RVVHX1811I,29RVVHX1811I1ZU,1992-01-01,DISCONNECTED,M62647611,9409150359
ESCOM/560058/000540,Textiles Mphasis Works,"2nd Cross, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,117.5,95.6,LT-1,VRBHF5984K,29VRBHF5984K6ZY,1996-09-24,ACTIVE,M53210044,9377367335
ESCOM/560058/000541,Venkateshwara Rubber Ltd,"Factory Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,380.5,270.1,LT-5,GDAPU3532H,29GDAPU3532H2ZH,2003-09-03,ACTIVE,M33145216,9513475958
ESCOM/560058/000542,Electricals Balaji Pvt. Ltd.,"Service Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,215.2,196.5,LT-6,HMOAV5616J,29HMOAV5616J3Z5,2006-12-22,ACTIVE,M20590189,
ESCOM/560100/000543,Titan Ceramics Works,"920/7, Industrial Road, Bommanahalli, Bengaluru, B'lore",560100,COMMERCIAL,384.6,289.8,LT-2,GFCPD5686V,29GFCPD5686V7Z4,1997-06-02,ACTIVE,M17340050,
ESCOM/560058/000544,Srinivasa Pumps Industries,"2nd Cross, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,407.0,303.8,LT-6,DTPAV4320M,29DTPAV4320M3Z6,1993-11-27,ACTIVE,M64812459,9792360880
ESCOM/560100/000545,National Pumps Traders,"1st Cross, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,32.4,22.4,LT-1,MCZPP6944P,29MCZPP6944P9ZF,2010-10-22,ACTIVE,M80967474,
ESCOM/560058/000546,Mahalaxmi Plastics Indus,"Industrial Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,61.9,51.7,LT-5,,,2016-12-22,ACTIVE,M27663492,9843007439
ESCOM/560058/000547,Pharmaceuticals New Pvt Ltd,"2nd Cross, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,279.1,210.0,LT-2,LDYFA9618Q,,2007-09-02,ACTIVE,M47624737,9787017124
ESCOM/560100/000548,Garments Titan Limited,"Cross Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,348.2,267.3,LT-5,TVWHO3652O,29TVWHO3652O1ZL,1992-11-08,ACTIVE,M57317500,
ESCOM/560058/000549,KS Pharmaceuticals Corporation,"409/7, Main Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,284.0,174.4,LT-1,,,2018-05-03,DISCONNECTED,M54111938,9549321973
ESCOM/560100/000550,Garments Lakshmi & Co,"Main Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,471.8,402.2,LT-2,MMKAR6883L,29MMKAR6883L9Z4,2001-09-13,ACTIVE,M99600407,
ESCOM/560100/000551,Garments Royal International,"941/6, Industrial Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,80.2,71.8,LT-1,,,2010-09-09,ACTIVE,M11110975,
ESCOM/560100/000552,Raghavendra Steel Ltd,"Main Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,140.4,118.8,LT-4,MNJCT5871F,,1998-12-21,DISCONNECTED,M42376411,
ESCOM/560100/000553,Steel Premier International,"Industrial Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,326.4,205.2,LT-3,RJNAX1499P,29RJNAX1499P8ZJ,2001-11-07,ACTIVE,M74709268,
ESCOM/560058/000554,Star Steel Group,"663/4, 1st Cross, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,447.5,381.9,LT-1,PKHHK2793D,29PKHHK2793D9ZI,2013-02-26,DISCONNECTED,M95865260,
ESCOM/560100/000555,Lakshmi Paper Private Limited,"2nd Cross, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,124.2,76.2,LT-6,VNHHR8669O,29VNHHR8669O3ZR,2011-06-06,ACTIVE,M21365180,9195906177
ESCOM/560100/000556,Rubber Shree Industries,"3rd Main, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,464.1,428.1,LT-3,EMLPD1356D,,1993-07-06,ACTIVE,M59057449,9616128126
ESCOM/560058/000557,Karnataka Printing Industries,"Main Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,55.1,38.4,LT-5,ZCDHM0099L,29ZCDHM0099L6ZX,2000-01-13,ACTIVE,M18626954,9964712371
ESCOM/560058/000558,Metals Global Factory,"11/6, Service Road, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,337.3,266.9,LT-2,DKTHS9659C,29DKTHS9659C2Z8,1995-04-09,ACTIVE,M98979648,
ESCOM/560100/000559,Shree Plastics Traders,"961/3, Main Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,419.8,356.3,LT-5,XWYFB7059H,,1992-11-14,ACTIVE,M41576297,
ESCOM/560100/000560,Bengaluru Garments Mfrs,"380/9, Ring Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,211.2,146.4,LT-5,CRZPB4055Z,29CRZPB4055Z5ZL,2003-08-01,ACTIVE,M88511756,
ESCOM/560058/000561,Leather Karnataka Co,"960/1, Factory Road, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,50.7,45.8,LT-2,,,2016-04-10,ACTIVE,M84924393,
ESCOM/560058/000562,Electricals Infosys Enterprises,"225/5, Industrial Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,348.1,223.1,LT-4,AXBAC0437O,29AXBAC0437O3ZQ,2014-03-26,ACTIVE,M98360663,9831232964
ESCOM/560100/000563,Mahalaxmi Textiles Mfr,"726/8, Main Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,131.1,122.9,LT-1,ATFPY3282E,,2011-10-08,SURRENDERED,M30409912,9926165532
ESCOM/560100/000564,Rubber Titan & Co,"Factory Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,468.0,291.7,LT-4,TVHPA6263M,29TVHPA6263M7Z0,1997-01-21,ACTIVE,M47259243,
ESCOM/560100/000565,JSW Pumps Group,"Ring Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,139.0,95.5,LT-1,TXDFI3718W,29TXDFI3718W3ZH,2017-05-09,ACTIVE,M85103504,9541038722
ESCOM/560058/000567,Wipro Garments Private Limited,"Main Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,177.3,166.3,LT-4,MEZPM6305K,29MEZPM6305K8ZR,1992-07-24,DISCONNECTED,M36662471,9526640404
ESCOM/560100/000568,JSW Metals Pvt Ltd,"1st Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,349.4,227.1,LT-6,TRIHP2530U,29TRIHP2530U7Z2,1995-05-21,DISCONNECTED,M24282572,9919654314
ESCOM/560058/000570,United Motors P Ltd,"315/1, Ring Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,489.7,294.4,LT-4,URBFL6344Z,,2002-05-24,ACTIVE,M77763055,9202194860
ESCOM/560058/000571,JSW Garments Corporation,"Service Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,304.4,224.2,LT-6,YMMFC2116C,,2015-04-05,ACTIVE,M42733019,
ESCOM/560058/000572,Electricals Sunrise Manufacturers,"Main Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,77.3,48.6,LT-6,,,2010-08-18,ACTIVE,M50267749,9344189920
ESCOM/560058/000573,Electricals Sunrise Private Limited,"363/5, Industrial Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,7.4,4.9,LT-5,,,1990-10-10,ACTIVE,M60533261,
ESCOM/560058/000574,Mahalaxmi Leather & Co,"Industrial Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,89.1,79.8,LT-3,TCCHW6898D,29TCCHW6898D9ZE,1995-03-28,ACTIVE,M90723009,9996371184
ESCOM/560058/000575,Engg. United Private Limited,"3rd Main, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,312.3,253.0,LT-5,MBMHH0148O,29MBMHH0148O8ZV,2022-03-17,ACTIVE,M82546399,9311777140
ESCOM/560058/000576,Pumps Karnataka Pvt Ltd,"529/7, Main Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,384.2,244.9,LT-2,YHSCP9454Q,29YHSCP9454Q3ZK,2014-07-06,ACTIVE,M90191123,9783588104
ESCOM/560100/000577,Printing JSW Limited,"2nd Cross, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,17.9,14.6,LT-5,VZMPI6503Z,29VZMPI6503Z7ZE,2004-10-09,ACTIVE,M53779235,9230985527
ESCOM/560100/000578,Karnataka Printing Manufacturers,"2nd Cross, Neeladri Nagar, Bengaluru, 560100",560100,COMMERCIAL,422.4,380.4,LT-2,QQSCJ6873F,,2008-04-27,ACTIVE,M73736535,
ESCOM/560100/000579,Raghavendra Pumps Limited,"537/9, Factory Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,222.5,184.2,LT-4,PYACI8384H,29PYACI8384H7ZZ,2002-10-01,DISCONNECTED,M65560910,
ESCOM/560100/000580,Srinivasa Foundry Ltd,"165/3, Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,301.9,258.4,LT-5,EVNFI6443A,29EVNFI6443A7ZJ,2015-04-18,ACTIVE,M58660009,9741433428
ESCOM/560058/000581,Balaji Ceramics Works,"1st Cross, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,360.6,231.8,LT-3,,,1994-11-06,ACTIVE,M92203923,
ESCOM/560058/000582,Balaji Ceramics Co,"3rd Main, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,39.8,33.8,LT-6,FUZCO6937C,29FUZCO6937C8ZU,2017-04-08,ACTIVE,M79299727,9378522724
ESCOM/560058/000583,Pumps Mahalaxmi & Co,"Industrial Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,20.6,17.5,LT-2,HJNPC7621E,29HJNPC7621E3ZY,2006-10-11,ACTIVE,M48298965,
ESCOM/560100/000584,Peoples Plastics Group,"25/9, Industrial Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,156.7,124.0,LT-5,VBCAZ7327R,,2021-11-14,SURRENDERED,M78199342,
ESCOM/560058/000586,New Paper & Co,"Main Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,217.9,194.2,LT-5,,,2011-11-27,SURRENDERED,M55362116,
ESCOM/560058/000587,Foods Raghavendra Inds,"575/9, Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,147.4,94.6,LT-3,,,1994-08-28,DISCONNECTED,M28635770,9932478788
ESCOM/560100/000588,Shree Plastics Manufacturers,"Ring Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,478.1,415.0,LT-5,PVZPZ4431N,29PVZPZ4431N2Z4,2022-05-25,ACTIVE,M50363339,9259529718
ESCOM/560100/000590,Indian Pumps Mfrs,"503/1, Main Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,377.8,283.4,LT-1,AGNCS2437L,29AGNCS2437L1ZS,2014-08-17,ACTIVE,M62274935,9336511893
ESCOM/560058/000591,Janatha Pumps Ltd,"3rd Main, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,280.4,174.4,LT-5,PXSAL6356Y,,2018-05-20,ACTIVE,M56765516,9139030404
ESCOM/560058/000592,KS Pipes Factory,"3rd Main, Yeshwanthpur, Bengaluru, 560058",560058,COMMERCIAL,172.6,106.4,LT-2,RAAPP0748P,29RAAPP0748P9ZG,1992-11-01,ACTIVE,M68874333,
ESCOM/560058/000593,United Ceramics Pvt Ltd,"1st Cross, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,263.6,175.5,LT-6,,,1992-06-22,DISCONNECTED,M30466892,
ESCOM/560058/000594,Indian Foundry Co,"3rd Main, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,168.8,108.3,LT-4,,,2013-02-26,ACTIVE,M73127733,9226636360
ESCOM/560100/000595,Royal Garments Pvt Ltd,"Industrial Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,316.7,248.0,LT-6,SDPHR5356C,29SDPHR5356C1Z0,2008-06-12,ACTIVE,M86937793,
ESCOM/560100/000596,United Pumps Factory,"2nd Cross, Electronic City Phase 1, Bengaluru, 560100",560100,COMMERCIAL,171.1,105.5,LT-1,,,1997-02-16,ACTIVE,M41884163,9781330364
ESCOM/560100/000598,Shree Beverages Enterprises,"Service Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,256.8,197.4,LT-6,KNFCO2987P,29KNFCO2987P1ZZ,2018-04-12,ACTIVE,M10538837,9530572475
ESCOM/560058/000599,Sunrise Ceramics Manufacturers,"Cross Road, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,346.0,272.3,LT-5,XEBAU5288Y,29XEBAU5288Y5ZP,2007-06-14,ACTIVE,M40528584,9748075987
ESCOM/560100/000601,Ceramics Bangalore Limited,"Cross Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,493.2,367.4,LT-3,FDNHC9168D,29FDNHC9168D1ZN,2007-02-19,DISCONNECTED,M30966393,9155430478
ESCOM/560100/000602,Foods Star & Co,"Main Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,35.0,30.0,LT-4,VMXFM5084I,29VMXFM5084I4ZX,2010-06-17,DISCONNECTED,M44956500,9242836419
ESCOM/560100/000603,Pipes Mphasis Co,"337/5, Service Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,343.2,215.1,LT-4,ZQMPQ4519J,29ZQMPQ4519J6ZM,2000-09-16,ACTIVE,M62253100,9128905813
ESCOM/560100/000604,Beverages Global Ltd,"Cross Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,343.9,239.6,LT-1,,,2010-11-19,ACTIVE,M21837783,9845351863
ESCOM/560058/000605,Plastics Mahalaxmi & Co,"3rd Main, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,190.7,171.2,LT-2,ONIHS6774H,29ONIHS6774H7Z5,2006-06-13,ACTIVE,M98459813,9748372046
ESCOM/560058/000606,Cables Janatha Industries,"587/5, Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,306.0,188.7,LT-3,,,2010-02-23,ACTIVE,M96611626,9950399614
ESCOM/560058/000609,New Cables Works,"623/4, 2nd Cross, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,165.5,144.9,LT-2,TMCFR0843D,29TMCFR0843D5ZZ,1995-04-05,ACTIVE,M99156767,9878118730
ESCOM/560058/000610,Plastics Royal International,"541/4, 1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,120.4,89.5,LT-2,,,1993-03-07,ACTIVE,M27043811,
ESCOM/560100/000611,Venkateshwara Plastics Corporation,"Service Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,111.6,79.5,LT-1,,,1994-11-13,ACTIVE,M35574139,9655566976
ESCOM/560100/000612,Balaji Textiles Corporation,"898/7, Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,136.8,124.7,LT-5,CLUHN4803W,29CLUHN4803W1ZL,2008-01-27,ACTIVE,M55435833,
ESCOM/560100/000613,Electronics Premier Pvt Ltd,"54/3, 2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,447.5,408.6,LT-3,LOLFF8264L,29LOLFF8264L2ZK,2000-08-11,ACTIVE,M56004867,9449550126
ESCOM/560058/000614,Bangalore Motors Traders,"49/9, Main Road, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,309.7,211.5,LT-2,RGMPV7994F,29RGMPV7994F4ZP,2013-09-13,DISCONNECTED,M23640799,9509825060
ESCOM/560100/000615,Packaging Srinivasa Pvt Ltd,"829/8, 1st Cross, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,49.8,35.8,LT-4,MXYFX4948A,29MXYFX4948A8ZO,2000-05-24,ACTIVE,M11080814,9251177516
ESCOM/560058/000616,Wipro Electronics Mfg,"391/7, 2nd Cross, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,486.9,384.3,LT-3,NNQPA9164N,29NNQPA9164N4ZG,1992-01-11,ACTIVE,M29664310,
ESCOM/560058/000617,Peoples Packaging Factory,"480/9, Main Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,435.3,404.3,LT-3,ULHCE0562K,29ULHCE0562K3ZV,2006-08-13,ACTIVE,M96448850,9153745827
ESCOM/560100/000618,Venkateshwara Valves Corporation,"Main Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,316.3,255.9,LT-3,EZLAD5275P,29EZLAD5275P7ZV,2010-11-13,ACTIVE,M30875222,
ESCOM/560100/000619,Beverages Mahalaxmi Limited,"Factory Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,47.3,30.7,LT-6,JURCR0043N,29JURCR0043N2ZJ,2013-02-16,ACTIVE,M28555309,
ESCOM/560100/000620,Titan Beverages Works,"476/4, 3rd Main, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,459.5,322.2,LT-1,FCLFX2370N,29FCLFX2370N3ZT,2014-12-28,ACTIVE,M42330817,
ESCOM/560058/000621,Titan Valves Works,"Factory Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,212.2,165.4,LT-2,,,2002-12-21,ACTIVE,M31673392,
ESCOM/560100/000623,Modern Textiles Corporation,"Cross Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,305.4,243.4,LT-1,IHLPB5756O,29IHLPB5756O7Z2,2001-08-11,ACTIVE,M55478337,
ESCOM/560100/000624,Karnataka Valves Works,"590/4, 3rd Main, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,469.4,368.8,LT-3,NPWPI5054O,29NPWPI5054O7Z5,2001-05-08,ACTIVE,M70648023,9812320980
ESCOM/560058/000625,KS Pharmaceuticals Group,"1/8, Service Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,151.9,105.4,LT-6,ZUMAZ4666E,29ZUMAZ4666E7ZI,2009-10-17,SURRENDERED,M80344613,
ESCOM/560100/000626,United Garments Limited,"Factory Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,214.4,153.8,LT-6,JHAAH9902D,29JHAAH9902D3Z9,2006-03-08,ACTIVE,M91622788,9859222304
ESCOM/560058/000627,Beverages Sunrise Manufacturers,"Ring Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,453.6,275.0,LT-2,IBEFV9549N,,2001-01-14,ACTIVE,M81523921,
ESCOM/560058/000628,Electricals Global & Co,"Cross Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,411.5,278.6,LT-5,MFOPX0272K,29MFOPX0272K4ZZ,2003-05-16,ACTIVE,M84871513,
ESCOM/560058/000629,Karnataka Beverages P Ltd,"811/9, 3rd Main, Yeshwanthpur, Bengaluru, 560058",560058,COMMERCIAL,209.4,194.6,LT-6,,,2019-06-19,ACTIVE,M20946498,9834282123
ESCOM/560058/000630,Electricals Balaji Industries,"959/3, Service Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,149.8,123.1,LT-1,KOLPL0500F,29KOLPL0500F2Z7,2006-12-19,ACTIVE,M42535440,9464081682
ESCOM/560100/000631,Balaji Printing Enterprises,"Factory Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,387.9,350.2,LT-1,WBCHP4484T,,2013-02-22,ACTIVE,M89919746,
ESCOM/560100/000632,Bengaluru Pipes Pvt Ltd,"352/4, 3rd Main, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,313.1,255.9,LT-4,TCFPI6469H,,1999-06-11,SURRENDERED,M98521468,9225510234
ESCOM/560058/000633,Southern Garments Group,"2nd Cross, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,336.5,247.0,LT-2,WXJFN9775M,,2018-12-12,SURRENDERED,M63169602,9852611277
ESCOM/560100/000634,Pipes Royal International,"1st Cross, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,248.2,186.7,LT-4,MGBHM6152S,29MGBHM6152S1Z6,2020-07-18,DISCONNECTED,M66229436,
ESCOM/560100/000635,Titan Electronics Limited,"2nd Cross, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,91.4,77.0,LT-2,SMTPN3502X,,2002-05-03,ACTIVE,M23682317,9986793015
ESCOM/560058/000636,Steel Infosys Group,"2nd Cross, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,119.5,96.4,LT-2,AKPHS4620T,29AKPHS4620T4ZH,1996-03-25,ACTIVE,M45852844,9234353094
ESCOM/560058/000637,Premier Valves Traders,"3rd Main, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,143.4,100.8,LT-1,VHFPB8652I,,1991-06-24,ACTIVE,M80100803,
ESCOM/560058/000638,Southern Printing Ent,"Service Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,104.1,74.0,LT-5,EATPI3145Y,,2014-06-13,ACTIVE,M65755097,9371427381
ESCOM/560058/000639,Janatha Furniture Ltd,"453/8, 1st Cross, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,299.9,233.5,LT-1,,,2012-03-15,ACTIVE,M78654027,
ESCOM/560058/000640,Star Metals & Co,"459/4, 1st Cross, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,122.3,80.7,LT-3,QEXFZ2210A,29QEXFZ2210A1Z5,1998-03-02,ACTIVE,M45134217,9403007971
ESCOM/560100/000641,Titan Pumps Private Limited,"Service Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,17.6,10.6,LT-1,TLTCR3142O,29TLTCR3142O3Z8,1996-08-27,ACTIVE,M21014781,
ESCOM/560058/000642,Royal Motors & Co,"90/2, 2nd Cross, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,212.7,176.5,LT-4,CMWCA3126X,29CMWCA3126X8ZT,2014-07-20,ACTIVE,M87103367,
ESCOM/560058/000643,New Valves Mfrs,"42/7, Ring Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,316.7,246.7,LT-5,HBLPF4516D,29HBLPF4516D2Z5,1992-09-06,ACTIVE,M61121441,
ESCOM/560100/000644,Mahalaxmi Plastics Co,"964/6, Ring Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,219.2,151.5,LT-3,VXUCB1479C,29VXUCB1479C1ZW,2018-07-05,ACTIVE,M30174652,9925244949
ESCOM/560100/000645,Infosys Plastics Pvt Ltd,"543/4, 2nd Cross, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,189.6,134.2,LT-6,HONFW0076Q,29HONFW0076Q6ZX,2015-08-12,ACTIVE,M51299169,
ESCOM/560100/000646,Motors Wipro Pvt Ltd,"Ring Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,488.1,302.6,LT-4,DZOCM2382L,29DZOCM2382L9ZP,1992-11-24,ACTIVE,M59003213,
ESCOM/560058/000647,Textiles National Mfrs,"3rd Main, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,COMMERCIAL,494.3,314.6,LT-6,ZDDCC0645X,,1994-03-01,ACTIVE,M57152882,
ESCOM/560058/000648,Sunrise Foods Corporation,"763/8, Service Road, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,359.6,270.2,LT-1,AACAE5061V,29AACAE5061V5Z3,1997-04-26,ACTIVE,M27327082,9457636864
ESCOM/560100/000649,Modern Pipes Private Limited,"Service Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,73.7,59.1,LT-2,,,1999-01-09,ACTIVE,M22563921,9627747232
ESCOM/560058/000650,Southern Pharmaceuticals Corporation,"Service Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,202.2,142.4,LT-3,TPQHH1314C,29TPQHH1314C8Z3,2006-01-16,ACTIVE,M46912695,
ESCOM/560100/000651,Wipro Foundry Manufacturers,"609/9, Ring Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,27.7,22.1,LT-5,YDNHV3528U,29YDNHV3528U4ZZ,2001-09-15,DISCONNECTED,M77901849,9709989030
ESCOM/560100/000652,Balaji Electronics Corporation,"20/2, Cross Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,130.7,94.1,LT-6,KTRPW4843F,29KTRPW4843F3ZX,2022-03-01,ACTIVE,M55563240,9455818742
